Fri 12:04:20 PM;474.686;-17.609;11;Norte;454;840;38.000; Level
Fri 12:05:41 PM;476.305;-17.128;11;Norte;452;837;38.000; Level
Fri 12:08:23 PM;479.555;-16.159;11;Norte;445;824;38.000; Level
Fri 12:08:53 PM;480.273;-15.945;11;Norte;444;822;38.000; Level
Fri 12:09:32 PM;480.944;-15.743;11;Norte;443;821;38.000; Level
Fri 12:10:14 PM;481.767;-15.496;11;Norte;442;819;38.000; Level
Fri 12:10:44 PM;482.480;-15.283;11;Norte;441;816;38.000; Level
Fri 12:12:10 PM;483.838;-14.868;12;Norte;439;813;38.000; Level
Fri 12:12:46 PM;484.863;-14.550;11;Norte;439;813;38.000; Level
Fri 12:13:47 PM;485.991;-14.203;11;Norte;438;811;38.000; Level
Fri 12:14:07 PM;486.499;-14.046;12;Norte;439;813;38.000; Level
Fri 12:14:23 PM;486.765;-13.963;11;Norte;438;811;38.000; Level
Fri 12:14:51 PM;487.376;-13.776;12;Norte;438;811;38.000; Level
Fri 12:17:10 PM;489.874;-13.000;11;Norte;441;816;38.000; Level
Fri 12:18:11 PM;491.345;-12.540;11;Norte;442;819;38.000; Level
Fri 12:18:28 PM;491.713;-12.424;12;Norte;442;819;38.000; Level
Fri 12:19:17 PM;492.693;-12.113;11;Norte;442;819;38.000; Level
Fri 12:19:39 PM;493.132;-11.972;12;Norte;441;816;38.000;-1.129 Level
Fri 12:20:42 PM;494.350;-11.585;11;Norte;423;784;36.400;-1.661 Descending
Fri 12:21:31 PM;495.247;-11.303;12;Norte;533;987;34.900;-1.662 Descending
Fri 12:21:47 PM;495.457;-11.243;10;Norte;353;653;34.600;-1.038 Descending
Fri 12:22:23 PM;496.187;-11.139;5;Norte;567;1049;34.000;-537 Descending
Fri 12:22:54 PM;496.822;-11.046;5;Norte;401;742;34.000; Level
Fri 12:23:24 PM;497.360;-10.968;5;Norte;404;748;34.000; Level
Fri 12:23:54 PM;497.946;-10.885;5;Norte;406;752;34.000; Level
Fri 12:24:55 PM;498.917;-10.745;5;Norte;406;752;34.000;-176 Level
Fri 12:25:36 PM;499.708;-10.633;5;Norte;582;1078;33.700;-1.029 Descending
Fri 12:26:05 PM;500.314;-10.547;5;Norte;369;684;32.800;-1.652 Descending
Fri 12:26:45 PM;500.983;-10.448;5;Norte;358;663;31.800;-1.360 Descending
Fri 12:27:20 PM;501.555;-10.366;5;Norte;340;629;31.100;-1.390 Descending
Fri 12:28:07 PM;502.284;-10.256;5;Norte;291;539;29.900;-1.429 Descending
Fri 12:28:23 PM;502.534;-10.219;5;Norte;345;639;29.600;-913 Descending
Fri 12:28:53 PM;503.038;-10.146;5;Norte;359;665;29.200;-947 Descending
Fri 12:29:20 PM;503.481;-10.081;5;Norte;576;1067;28.700;-1.698 Descending
Fri 12:29:46 PM;503.772;-10.039;5;Norte;363;673;27.700;-4.091 Descending
Fri 12:30:04 PM;504.222;-0.9971;5;Norte;381;705;25.700;-4.033 Descending
Fri 12:30:47 PM;504.931;-0.9868;6;Norte;389;721;23.600;-2.852 Descending
